Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Frequency","Frequency Stability","Frequency Tolerance","Load Capacitance","ESR (Equivalent Series Resistance)","Operating Mode","Operating Temperature","Ratings","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Supplier Device Package","URL"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A33S12M00000-ND","445A33S12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ SERIES SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","Series","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A33S12M00000/3136320"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A33A12M00000-ND","445A33A12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 10PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","10pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A33A12M00000/3136321"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A33D12M00000-ND","445A33D12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","18pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A33D12M00000/3136322"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A33E12M00000-ND","445A33E12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A33E12M00000/3136323"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A33K12M00000-ND","445A33K12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 8PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","8pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A33K12M00000/3136324"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A33L12M00000-ND","445A33L12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 12PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","12pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A33L12M00000/3136325"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A33C12M00000-ND","445A33C12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 16PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","16pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A33C12M00000/3136326"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A35S12M00000-ND","445A35S12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ SERIES SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","Series","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A35S12M00000/3136389"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A35A12M00000-ND","445A35A12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 10PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","10pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A35A12M00000/3136390"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A35E12M00000-ND","445A35E12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A35E12M00000/3136392"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A35K12M00000-ND","445A35K12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 8PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","8pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A35K12M00000/3136393"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A35L12M00000-ND","445A35L12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 12PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","12pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A35L12M00000/3136394"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A35C12M00000-ND","445A35C12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 16PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","16pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A35C12M00000/3136395"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W33S12M00000-ND","445W33S12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ SERIES SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","Series","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W33S12M00000/3136886"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W33A12M00000-ND","445W33A12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 10PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","10pF","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W33A12M00000/3136887"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W33D12M00000-ND","445W33D12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","18pF","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W33D12M00000/3136888"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W33E12M00000-ND","445W33E12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","20pF","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W33E12M00000/3136889"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W33K12M00000-ND","445W33K12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 8PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","8pF","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W33K12M00000/3136890"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W33L12M00000-ND","445W33L12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 12PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","12pF","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W33L12M00000/3136891"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W33C12M00000-ND","445W33C12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 16PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","16pF","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W33C12M00000/3136892"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W35S12M00000-ND","445W35S12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ SERIES SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","Series","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W35S12M00000/3136955"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W35A12M00000-ND","445W35A12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 10PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","10pF","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W35A12M00000/3136956"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W35D12M00000-ND","445W35D12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 18PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","18pF","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W35D12M00000/3136957"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W35E12M00000-ND","445W35E12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 20PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W35E12M00000/3136958"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W35K12M00000-ND","445W35K12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 8PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","8pF","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W35K12M00000/3136959"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W35L12M00000-ND","445W35L12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 12PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","12pF","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W35L12M00000/3136960"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445W35C12M00000-ND","445W35C12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 16PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","16pF","50 Ohms","Fundamental","0°C ~ 50°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445W35C12M00000/3136961"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A33B12M00000-ND","445A33B12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 13PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","13pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A33B12M00000/3191683"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A33G12M00000-ND","445A33G12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 30PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","30pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A33G12M00000/3191700"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A33H12M00000-ND","445A33H12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 32PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","32pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A33H12M00000/3191708"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A33J12M00000-ND","445A33J12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 9PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","9pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A33J12M00000/3191716"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A35B12M00000-ND","445A35B12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 13PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","13pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A35B12M00000/3191725"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A35F12M00000-ND","445A35F12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 24PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","24pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A35F12M00000/3191734"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A35G12M00000-ND","445A35G12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 30PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","30pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A35G12M00000/3191742"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A35H12M00000-ND","445A35H12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 32PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","32pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A35H12M00000/3191750"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445A35J12M00000-ND","445A35J12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 9PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","9pF","50 Ohms","Fundamental","-10°C ~ 60°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445A35J12M00000/3191758"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445C33B12M00000-ND","445C33B12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 13PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","13pF","50 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445C33B12M00000/3191766"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/445%20Series.jpg","445C33F12M00000-ND","445C33F12M00000","CTS-Frequency Controls","CTS-Frequency Controls","CRYSTAL 12.0000MHZ 24PF SMD","0","0.33235","0","1000","Tape & Reel (TR)","445","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","24pF","50 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","2-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.053"" (1.35mm)","2-SMD (5x3.2)","https://www.digikey.be/en/products/detail/cts-frequency-controls/445C33F12M00000/3191775"
